"indicator_id","geo_type_id","geo_entity_id","year_id","data_value","unreliability_flag"
373,17,110,37,1.1,0
373,17,111,37,1.0,0
373,17,112,37,1.2,0
373,17,201,37,1.2,0
373,17,202,37,1.4,0
373,17,203,37,1.3,0
373,17,204,37,1.2,0
373,17,205,37,1.3,0
373,17,206,37,1.3,0
373,17,207,37,1.3,0
373,17,208,37,1.0,0
373,17,209,37,1.2,0
373,17,210,37,0.9,0
373,17,211,37,1.0,0
373,17,212,37,1.0,0
373,17,301,37,1.3,0
373,17,302,37,1.1,0
373,17,303,37,1.0,0
373,17,304,37,1.0,0
373,17,305,37,0.9,0
373,17,306,37,1.1,0
373,17,307,37,0.9,0
373,17,308,37,1.1,0
373,17,309,37,1.0,0
373,17,310,37,0.8,0
373,17,311,37,0.8,0
373,17,312,37,0.9,0
373,17,313,37,0.7,0
373,17,314,37,0.9,0
373,17,315,37,0.7,0
373,17,316,37,1.0,0
373,17,317,37,0.9,0
373,17,318,37,0.7,0
373,17,401,37,1.0,0
373,17,402,37,1.2,0
373,17,403,37,1.0,0
373,17,404,37,1.0,0
373,17,405,37,0.9,0
373,17,406,37,0.9,0
373,17,407,37,0.9,0
373,17,408,37,0.9,0
373,17,409,37,0.9,0
373,17,410,37,0.9,0
373,17,411,37,0.8,0
373,17,412,37,0.9,0
373,17,413,37,0.8,0
373,17,414,37,0.8,0
373,17,501,37,0.8,0
373,17,502,37,0.7,0
373,17,503,37,0.8,0
374,17,101,37,1.7,0
374,17,102,37,2.1,0
374,17,103,37,1.9,0
374,17,104,37,2.0,0
374,17,105,37,2.0,0
374,17,106,37,1.8,0
374,17,107,37,1.7,0
374,17,108,37,1.9,0
374,17,109,37,1.3,0
374,17,110,37,1.3,0
374,17,111,37,1.2,0
374,17,112,37,1.5,0
374,17,201,37,1.4,0
374,17,202,37,1.7,0
374,17,203,37,1.4,0
374,17,204,37,1.4,0
374,17,205,37,1.6,0
374,17,206,37,1.5,0
374,17,207,37,1.5,0
374,17,208,37,1.4,0
374,17,209,37,1.5,0
374,17,210,37,1.3,0
374,17,211,37,1.3,0
374,17,212,37,1.2,0
374,17,301,37,1.5,0
374,17,302,37,1.4,0
374,17,303,37,1.3,0
374,17,304,37,1.3,0
374,17,305,37,1.0,0
374,17,306,37,1.3,0
374,17,307,37,1.3,0
374,17,308,37,1.3,0
374,17,309,37,1.2,0
374,17,310,37,1.1,0
374,17,311,37,0.9,0
374,17,312,37,1.1,0
374,17,313,37,0.8,0
374,17,314,37,1.2,0
374,17,315,37,0.9,0
374,17,316,37,1.1,0
374,17,317,37,1.1,0
374,17,318,37,1.0,0
374,17,401,37,1.3,0
374,17,402,37,1.5,0
374,17,403,37,1.2,0
374,17,404,37,1.2,0
374,17,405,37,1.3,0
374,17,406,37,1.1,0
374,17,407,37,1.2,0
374,17,408,37,1.0,0
374,17,409,37,1.0,0
374,17,410,37,1.0,0
374,17,411,37,1.0,0
374,17,412,37,1.1,0
374,17,413,37,1.0,0
374,17,414,37,0.9,0
374,17,501,37,1.1,0
374,17,502,37,1.0,0
374,17,503,37,0.9,0
375,17,101,37,36.3,0
375,17,102,37,34.2,0
375,17,103,37,32.1,0
375,17,104,37,35.5,0
375,17,105,37,46.3,0
375,17,106,37,39.9,0
375,17,107,37,31.6,0
375,17,108,37,35.9,0
375,17,109,37,30.2,0
375,17,110,37,31.0,0
375,17,111,37,30.1,0
375,17,112,37,28.2,0
375,17,201,37,27.9,0
375,17,202,37,26.5,0
375,17,203,37,27.0,0
375,17,204,37,29.6,0
375,17,205,37,30.0,0
375,17,206,37,26.8,0
375,17,207,37,26.7,0
375,17,208,37,21.5,0
375,17,209,37,24.6,0
375,17,210,37,21.1,0
375,17,211,37,22.9,0
375,17,212,37,21.2,0
375,17,301,37,27.5,0
375,17,302,37,28.2,0
375,17,303,37,27.4,0
375,17,304,37,26.0,0
375,17,305,37,22.9,0
375,17,306,37,26.7,0
375,17,307,37,24.9,0
375,17,308,37,27.4,0
375,17,309,37,26.5,0
375,17,310,37,23.4,0
375,17,311,37,23.8,0
375,17,312,37,24.8,0
375,17,313,37,21.2,0
375,17,314,37,23.8,0
375,17,315,37,21.0,0
375,17,316,37,25.7,0
375,17,317,37,24.6,0
375,17,318,37,19.9,0
375,17,401,37,25.5,0
375,17,402,37,26.1,0
375,17,403,37,26.4,0
375,17,404,37,27.6,0
375,17,405,37,23.1,0
375,17,406,37,24.7,0
375,17,407,37,21.4,0
375,17,408,37,21.7,0
375,17,409,37,23.7,0
375,17,410,37,21.7,0
375,17,411,37,19.3,0
375,17,412,37,22.9,0
375,17,413,37,20.8,0
375,17,414,37,18.0,0
375,17,501,37,18.4,0
375,17,502,37,16.1,0
375,17,503,37,15.4,0
378,17,101,37,33.8,0
378,17,102,37,30.6,0
378,17,103,37,28.3,0
378,17,104,37,30.3,0
378,17,105,37,41.4,0
378,17,106,37,32.9,0
378,17,107,37,29.6,0
378,17,108,37,29.9,0
378,17,109,37,28.9,0
378,17,110,37,30.0,0
378,17,111,37,28.1,0
378,17,112,37,22.6,0
378,17,201,37,26.5,0
378,17,202,37,23.2,0
378,17,203,37,24.0,0
378,17,204,37,28.0,0
378,17,205,37,27.6,0
378,17,206,37,24.0,0
378,17,207,37,23.8,0
378,17,208,37,17.6,0
378,17,209,37,21.0,0
378,17,210,37,19.1,0
378,17,211,37,20.8,0
378,17,212,37,17.5,0
378,17,301,37,25.6,0
378,17,302,37,26.5,0
378,17,303,37,26.3,0
378,17,304,37,21.7,0
378,17,305,37,19.3,0
378,17,306,37,24.5,0
378,17,307,37,18.8,0
378,17,308,37,26.2,0
378,17,309,37,24.9,0
378,17,310,37,19.1,0
378,17,311,37,22.5,0
378,17,312,37,22.3,0
378,17,313,37,19.9,0
378,17,314,37,21.9,0
378,17,315,37,18.4,0
378,17,316,37,24.4,0
378,17,317,37,22.5,0
378,17,318,37,15.0,0
378,17,401,37,22.9,0
378,17,402,37,22.7,0
378,17,403,37,24.3,0
378,17,404,37,25.6,0
378,17,405,37,18.4,0
378,17,406,37,21.4,0
378,17,407,37,18.6,0
378,17,408,37,18.8,0
378,17,409,37,21.8,0
378,17,410,37,18.8,0
378,17,411,37,16.4,0
378,17,412,37,21.1,0
378,17,413,37,18.4,0
378,17,414,37,16.2,0
378,17,501,37,15.9,0
378,17,502,37,12.6,0
378,17,503,37,12.5,0
379,17,101,37,38.6,0
379,17,102,37,36.8,0
379,17,103,37,35.7,0
379,17,104,37,41.8,0
379,17,105,37,50.7,0
379,17,106,37,46.4,0
379,17,107,37,33.4,0
379,17,108,37,40.7,0
379,17,109,37,31.1,0
379,17,110,37,32.3,0
379,17,111,37,31.4,0
379,17,112,37,32.3,0
379,17,201,37,29.2,0
379,17,202,37,29.3,0
379,17,203,37,28.9,0
379,17,204,37,31.4,0
379,17,205,37,31.4,0
379,17,206,37,29.2,0
379,17,207,37,29.5,0
379,17,208,37,26.6,0
379,17,209,37,27.4,0
379,17,210,37,23.3,0
379,17,211,37,25.1,0
379,17,212,37,23.4,0
379,17,301,37,29.6,0
379,17,302,37,30.2,0
379,17,303,37,28.4,0
379,17,304,37,28.0,0
379,17,305,37,25.2,0
379,17,306,37,28.3,0
379,17,307,37,28.3,0
379,17,308,37,28.7,0
379,17,309,37,27.6,0
379,17,310,37,25.9,0
379,17,311,37,24.7,0
379,17,312,37,26.8,0
379,17,313,37,22.4,0
379,17,314,37,26.2,0
379,17,315,37,22.7,0
379,17,316,37,26.8,0
379,17,317,37,26.9,0
379,17,318,37,22.9,0
379,17,401,37,27.9,0
379,17,402,37,28.3,0
379,17,403,37,28.7,0
379,17,404,37,29.4,0
379,17,405,37,26.5,0
379,17,406,37,28.4,0
379,17,407,37,24.6,0
379,17,408,37,24.2,0
379,17,409,37,25.0,0
379,17,410,37,23.9,0
379,17,411,37,21.6,0
379,17,412,37,25.9,0
379,17,413,37,22.8,0
379,17,414,37,19.8,0
379,17,501,37,20.3,0
379,17,502,37,19.3,0
379,17,503,37,17.7,0
391,17,101,37,48.8,0
391,17,102,37,43.7,0
391,17,103,37,39.8,0
391,17,104,37,46.4,0
391,17,105,37,60.6,0
391,17,106,37,52.8,0
391,17,107,37,37.6,0
391,17,108,37,43.4,0
391,17,109,37,35.6,0
391,17,110,37,36.6,0
391,17,111,37,37.0,0
391,17,112,37,30.6,0
391,17,201,37,30.6,0
391,17,202,37,28.6,0
391,17,203,37,27.0,0
391,17,204,37,31.8,0
391,17,205,37,33.0,0
391,17,206,37,29.7,0
391,17,207,37,28.8,0
391,17,208,37,22.4,0
391,17,209,37,27.2,0
391,17,210,37,26.2,0
391,17,211,37,26.2,0
391,17,212,37,23.9,0
391,17,301,37,30.3,0
391,17,302,37,31.6,0
391,17,303,37,27.2,0
391,17,304,37,25.5,0
391,17,305,37,24.4,0
391,17,306,37,28.9,0
391,17,307,37,26.5,0
391,17,308,37,27.2,0
391,17,309,37,26.9,0
391,17,310,37,27.3,0
391,17,311,37,28.5,0
391,17,312,37,26.7,0
391,17,313,37,27.0,0
391,17,314,37,26.2,0
391,17,315,37,27.0,0
391,17,316,37,27.1,0
391,17,317,37,26.9,0
391,17,318,37,23.3,0
391,17,401,37,26.7,0
391,17,402,37,29.3,0
391,17,403,37,28.5,0
391,17,404,37,29.9,0
391,17,405,37,23.0,0
391,17,406,37,26.9,0
391,17,407,37,24.2,0
391,17,408,37,23.4,0
391,17,409,37,25.4,0
391,17,410,37,24.1,0
391,17,411,37,21.9,0
391,17,412,37,25.0,0
391,17,413,37,23.2,0
391,17,414,37,23.8,0
391,17,501,37,18.8,0
391,17,502,37,17.1,0
391,17,503,37,17.8,0
394,17,101,37,44.6,0
394,17,102,37,40.1,0
394,17,103,37,33.5,0
394,17,104,37,40.0,0
394,17,105,37,52.0,0
394,17,106,37,40.8,0
394,17,107,37,32.8,0
394,17,108,37,33.6,0
394,17,109,37,33.4,0
394,17,110,37,33.9,0
394,17,111,37,33.3,0
394,17,112,37,20.7,0
394,17,201,37,26.9,0
394,17,202,37,22.7,0
394,17,203,37,21.5,0
394,17,204,37,28.1,0
394,17,205,37,28.2,0
394,17,206,37,24.7,0
394,17,207,37,25.4,0
394,17,208,37,15.8,0
394,17,209,37,20.1,0
394,17,210,37,20.4,0
394,17,211,37,23.8,0
394,17,212,37,16.1,0
394,17,301,37,27.2,0
394,17,302,37,26.3,0
394,17,303,37,25.7,0
394,17,304,37,19.6,0
394,17,305,37,19.3,0
394,17,306,37,25.0,0
394,17,307,37,13.4,0
394,17,308,37,25.5,0
394,17,309,37,24.9,0
394,17,310,37,21.6,0
394,17,311,37,27.3,0
394,17,312,37,24.4,0
394,17,313,37,23.8,0
394,17,314,37,23.8,0
394,17,315,37,24.0,0
394,17,316,37,25.2,0
394,17,317,37,23.4,0
394,17,318,37,17.4,0
394,17,401,37,22.2,0
394,17,402,37,22.6,0
394,17,403,37,25.6,0
394,17,404,37,27.0,0
394,17,405,37,15.1,0
394,17,406,37,20.7,0
394,17,407,37,18.6,0
394,17,408,37,18.1,0
394,17,409,37,21.3,0
394,17,410,37,19.2,0
394,17,411,37,15.7,0
394,17,412,37,21.2,0
394,17,413,37,17.9,0
394,17,414,37,19.2,0
394,17,501,37,13.4,0
394,17,502,37,10.2,0
394,17,503,37,11.6,0
395,17,101,37,52.5,0
395,17,102,37,47.0,0
395,17,103,37,45.9,0
395,17,104,37,55.7,0
395,17,105,37,68.2,0
395,17,106,37,62.7,0
395,17,107,37,41.3,0
395,17,108,37,51.6,0
395,17,109,37,37.9,0
395,17,110,37,39.2,0
395,17,111,37,40.3,0
395,17,112,37,40.0,0
395,17,201,37,35.5,0
395,17,202,37,34.8,0
395,17,203,37,31.1,0
395,17,204,37,35.7,0
395,17,205,37,36.6,0
395,17,206,37,33.5,0
395,17,207,37,32.5,0
395,17,208,37,29.8,0
395,17,209,37,33.4,0
395,17,210,37,30.4,0
395,17,211,37,28.7,0
395,17,212,37,28.1,0
395,17,301,37,34.9,0
395,17,302,37,37.1,0
395,17,303,37,29.2,0
395,17,304,37,28.7,0
395,17,305,37,28.3,0
395,17,306,37,34.0,0
395,17,307,37,34.6,0
395,17,308,37,29.0,0
395,17,309,37,28.6,0
395,17,310,37,32.8,0
395,17,311,37,29.6,0
395,17,312,37,28.4,0
395,17,313,37,30.3,0
395,17,314,37,29.0,0
395,17,315,37,30.3,0
395,17,316,37,29.1,0
395,17,317,37,30.0,0
395,17,318,37,27.2,0
395,17,401,37,31.1,0
395,17,402,37,34.9,0
395,17,403,37,32.2,0
395,17,404,37,34.1,0
395,17,405,37,28.2,0
395,17,406,37,34.0,0
395,17,407,37,30.1,0
395,17,408,37,28.5,0
395,17,409,37,28.4,0
395,17,410,37,28.3,0
395,17,411,37,27.5,0
395,17,412,37,30.4,0
395,17,413,37,27.6,0
395,17,414,37,27.5,0
395,17,501,37,23.2,0
395,17,502,37,23.1,0
395,17,503,37,22.5,0

